order_id,order_date,customer_id,region,category,channel,quantity,revenue
ORD-0365,2026-04-28,CUST-0333,West,Clothing,Email,1,64.61
ORD-0366,2026-01-09,CUST-0029,East,Beauty,Social,4,164.22
ORD-0367,2026-06-13,CUST-0331,East,Clothing,Organic,4,281.44
ORD-0368,2026-03-26,CUST-0291,East,Sports,Organic,2,128.36
ORD-0369,2026-05-02,CUST-0289,South,Electronics,Organic,3,647.81
ORD-0370,2026-06-18,CUST-0301,East,Clothing,Email,1,73.84
ORD-0371,2026-02-06,CUST-0291,Midwest,Electronics,Email,2,371.51
ORD-0372,2026-04-10,CUST-0178,South,Beauty,Paid Search,1,40.02
ORD-0373,2026-01-14,CUST-0315,East,Beauty,Paid Search,1,36.81
ORD-0374,2026-06-02,CUST-0231,Midwest,Home,Organic,3,308.28
ORD-0375,2026-05-06,CUST-0349,West,Home,Referral,4,347.73
ORD-0376,2026-05-30,CUST-0038,Midwest,Electronics,Referral,3,620.47
ORD-0377,2026-01-22,CUST-0163,South,Clothing,Social,2,134.38
ORD-0378,2026-04-03,CUST-0139,East,Electronics,Organic,3,525.08
ORD-0379,2026-01-27,CUST-0285,West,Electronics,Paid Search,4,701.58
ORD-0380,2026-05-12,CUST-0048,Midwest,Electronics,Organic,1,166.85
ORD-0381,2026-06-02,CUST-0044,South,Beauty,Organic,3,114.83
ORD-0382,2026-05-24,CUST-0087,West,Sports,Referral,2,163.9
ORD-0383,2026-02-05,CUST-0086,South,Home,Email,4,296.27
ORD-0384,2026-04-22,CUST-0185,South,Beauty,Email,4,182.61
ORD-0385,2026-03-06,CUST-0055,West,Beauty,Referral,5,169.55
ORD-0386,2026-02-04,CUST-0195,South,Electronics,Social,3,632.24
ORD-0387,2026-03-26,CUST-0165,Midwest,Home,Social,5,368.13
ORD-0388,2026-06-04,CUST-0164,West,Beauty,Email,2,98.58
ORD-0389,2026-03-16,CUST-0202,Midwest,Sports,Paid Search,3,211.06
ORD-0390,2026-04-04,CUST-0093,East,Sports,Paid Search,5,468.24
ORD-0391,2026-06-24,CUST-0036,East,Beauty,Paid Search,4,183.81
ORD-0392,2026-04-15,CUST-0079,Midwest,Clothing,Email,2,105.16
ORD-0393,2026-04-19,CUST-0206,Midwest,Electronics,Social,5,890.66
ORD-0394,2026-05-17,CUST-0275,Midwest,Sports,Organic,3,247.68
ORD-0395,2026-06-02,CUST-0314,East,Electronics,Paid Search,3,449.91
ORD-0396,2026-01-12,CUST-0133,Midwest,Home,Social,1,67.97
ORD-0397,2026-02-26,CUST-0348,West,Beauty,Email,4,157.05
ORD-0398,2026-05-31,CUST-0213,West,Home,Organic,4,288.82
ORD-0399,2026-01-22,CUST-0106,East,Clothing,Email,3,165.88
ORD-0400,2026-05-14,CUST-0232,Midwest,Home,Social,1,87.22
ORD-0401,2026-03-23,CUST-0176,East,Home,Organic,1,68.52
ORD-0402,2026-06-15,CUST-0082,East,Clothing,Paid Search,5,251.17
ORD-0403,2026-03-26,CUST-0096,Midwest,Beauty,Paid Search,4,170.38
ORD-0404,2026-06-13,CUST-0231,Midwest,Beauty,Organic,5,238.31
ORD-0405,2026-06-01,CUST-0033,Midwest,Beauty,Organic,2,68.23
ORD-0406,2026-05-28,CUST-0235,East,Sports,Paid Search,3,205.42
ORD-0407,2026-01-30,CUST-0313,South,Beauty,Referral,3,125.82
ORD-0408,2026-04-11,CUST-0345,East,Home,Email,4,381.13
ORD-0409,2026-03-18,CUST-0060,East,Clothing,Email,1,52.16
ORD-0410,2026-02-16,CUST-0071,South,Clothing,Referral,4,230.19
ORD-0411,2026-05-28,CUST-0331,Midwest,Beauty,Paid Search,4,170.84
ORD-0412,2026-02-14,CUST-0231,West,Beauty,Email,2,67.48
ORD-0413,2026-06-08,CUST-0197,East,Home,Organic,4,294.58
ORD-0414,2026-05-24,CUST-0228,Midwest,Beauty,Social,4,176.81
ORD-0415,2026-05-06,CUST-0113,West,Electronics,Referral,1,206.63
ORD-0416,2026-03-16,CUST-0235,East,Home,Paid Search,5,402.45
ORD-0417,2026-05-25,CUST-0138,Midwest,Sports,Referral,1,77.73
ORD-0418,2026-05-20,CUST-0218,South,Sports,Organic,4,306.95
ORD-0419,2026-01-27,CUST-0045,West,Home,Organic,4,317.31
ORD-0420,2026-04-23,CUST-0313,East,Clothing,Paid Search,5,328.37
ORD-0421,2026-06-11,CUST-0106,Midwest,Clothing,Referral,2,137.09
ORD-0422,2026-01-16,CUST-0166,South,Sports,Email,5,382.27
ORD-0423,2026-03-16,CUST-0348,South,Sports,Email,5,466.03
ORD-0424,2026-01-25,CUST-0065,West,Beauty,Organic,3,142.02
ORD-0425,2026-06-29,CUST-0347,West,Clothing,Paid Search,3,209.56
ORD-0426,2026-04-11,CUST-0193,Midwest,Clothing,Referral,3,191.5
ORD-0427,2026-04-26,CUST-0189,East,Electronics,Social,5,1012.41
ORD-0428,2026-04-27,CUST-0048,Midwest,Home,Referral,1,106.6
ORD-0429,2026-04-28,CUST-0220,South,Electronics,Referral,4,618.42
ORD-0430,2026-02-24,CUST-0296,Midwest,Home,Email,3,248.1
ORD-0431,2026-02-03,CUST-0236,Midwest,Home,Organic,1,71.98
ORD-0432,2026-01-05,CUST-0220,East,Clothing,Social,4,180.08
ORD-0433,2026-02-21,CUST-0185,West,Home,Paid Search,3,215.1
ORD-0434,2026-03-06,CUST-0157,East,Home,Paid Search,1,85.34
ORD-0435,2026-06-29,CUST-0245,West,Beauty,Organic,1,30.02
ORD-0436,2026-01-20,CUST-0005,West,Sports,Paid Search,5,408.75
ORD-0437,2026-01-03,CUST-0118,South,Electronics,Social,2,355.99
ORD-0438,2026-04-09,CUST-0154,East,Electronics,Organic,3,504.24
ORD-0439,2026-02-05,CUST-0005,Midwest,Clothing,Paid Search,1,60.92
ORD-0440,2026-06-06,CUST-0078,West,Beauty,Email,2,85.12
ORD-0441,2026-04-16,CUST-0064,Midwest,Clothing,Organic,1,49.2
ORD-0442,2026-05-31,CUST-0127,Midwest,Home,Social,3,309.3
ORD-0443,2026-03-12,CUST-0312,East,Clothing,Referral,5,315.0
ORD-0444,2026-03-14,CUST-0097,East,Home,Paid Search,5,474.06
ORD-0445,2026-04-11,CUST-0124,South,Electronics,Paid Search,4,678.92
ORD-0446,2026-05-08,CUST-0068,East,Sports,Organic,3,273.82
ORD-0447,2026-04-10,CUST-0038,Midwest,Home,Referral,2,203.65
ORD-0448,2026-01-05,CUST-0031,East,Electronics,Email,2,277.17
ORD-0449,2026-04-12,CUST-0043,South,Sports,Social,4,330.27
ORD-0450,2026-06-13,CUST-0105,West,Home,Organic,3,213.17
ORD-0451,2026-02-09,CUST-0224,South,Beauty,Referral,1,36.2
ORD-0452,2026-03-03,CUST-0314,East,Clothing,Organic,4,193.92
ORD-0453,2026-06-05,CUST-0071,East,Home,Paid Search,1,68.07
ORD-0454,2026-06-29,CUST-0133,East,Clothing,Social,3,182.07
ORD-0455,2026-02-12,CUST-0016,South,Clothing,Email,1,68.14
ORD-0456,2026-03-27,CUST-0296,Midwest,Home,Referral,1,79.33
ORD-0457,2026-06-10,CUST-0256,East,Beauty,Social,5,186.01
ORD-0458,2026-05-26,CUST-0294,West,Home,Paid Search,3,306.9
ORD-0459,2026-06-22,CUST-0007,East,Clothing,Referral,1,46.32
ORD-0460,2026-03-04,CUST-0092,East,Beauty,Email,4,193.62
ORD-0461,2026-01-10,CUST-0164,Midwest,Clothing,Email,2,114.98
ORD-0462,2026-03-11,CUST-0027,East,Sports,Email,1,75.08
ORD-0463,2026-02-15,CUST-0239,West,Sports,Organic,4,235.34
ORD-0464,2026-03-14,CUST-0189,South,Home,Organic,5,440.27
ORD-0465,2026-02-21,CUST-0189,South,Sports,Email,5,326.73
ORD-0466,2026-06-01,CUST-0210,Midwest,Clothing,Referral,2,99.03
ORD-0467,2026-01-07,CUST-0001,West,Sports,Email,1,91.91
ORD-0468,2026-06-18,CUST-0122,Midwest,Home,Organic,2,182.68
ORD-0469,2026-04-18,CUST-0119,Midwest,Electronics,Paid Search,3,430.12
ORD-0470,2026-05-14,CUST-0259,Midwest,Home,Social,1,93.63
ORD-0471,2026-02-04,CUST-0340,Midwest,Electronics,Referral,5,703.03
ORD-0472,2026-02-03,CUST-0202,West,Home,Email,3,327.52
ORD-0473,2026-06-29,CUST-0104,South,Home,Social,3,234.04
ORD-0474,2026-02-04,CUST-0161,East,Clothing,Organic,2,116.97
ORD-0475,2026-04-15,CUST-0238,East,Sports,Email,2,146.39
ORD-0476,2026-03-09,CUST-0309,East,Electronics,Paid Search,3,628.12
ORD-0477,2026-01-11,CUST-0183,West,Home,Paid Search,1,99.5
ORD-0478,2026-04-12,CUST-0208,East,Home,Email,2,137.8
ORD-0479,2026-04-26,CUST-0072,West,Electronics,Social,1,207.35
ORD-0480,2026-02-01,CUST-0206,East,Electronics,Paid Search,2,305.66
ORD-0481,2026-04-06,CUST-0039,East,Sports,Referral,3,271.96
ORD-0482,2026-01-06,CUST-0170,East,Clothing,Social,2,95.52
ORD-0483,2026-02-01,CUST-0222,East,Beauty,Organic,2,96.97
ORD-0484,2026-04-12,CUST-0110,Midwest,Electronics,Social,4,602.21
ORD-0485,2026-02-17,CUST-0318,South,Home,Social,2,138.12
ORD-0486,2026-06-07,CUST-0246,West,Home,Social,4,428.9
ORD-0487,2026-01-16,CUST-0330,East,Home,Social,2,172.73
ORD-0488,2026-05-15,CUST-0184,West,Sports,Organic,4,342.29
ORD-0489,2026-05-03,CUST-0139,Midwest,Home,Referral,5,409.86
ORD-0490,2026-02-16,CUST-0144,East,Home,Referral,2,137.64
ORD-0491,2026-01-15,CUST-0082,Midwest,Sports,Email,5,468.68
ORD-0492,2026-01-26,CUST-0029,West,Clothing,Email,5,347.44
ORD-0493,2026-02-26,CUST-0163,Midwest,Home,Paid Search,2,156.29
ORD-0494,2026-06-28,CUST-0289,South,Sports,Organic,3,275.35
ORD-0495,2026-02-06,CUST-0020,West,Beauty,Referral,3,100.53
ORD-0496,2026-01-24,CUST-0245,East,Clothing,Referral,2,91.2
ORD-0497,2026-01-01,CUST-0091,South,Sports,Paid Search,2,138.06
ORD-0498,2026-03-24,CUST-0073,East,Electronics,Paid Search,5,992.11
ORD-0499,2026-01-29,CUST-0173,South,Electronics,Email,4,750.97
ORD-0500,2026-03-19,CUST-0250,South,Clothing,Paid Search,4,275.02
ORD-0501,2026-06-16,CUST-0115,South,Clothing,Referral,5,343.05
ORD-0502,2026-06-20,CUST-0001,West,Beauty,Email,3,97.64
ORD-0503,2026-06-29,CUST-0314,Midwest,Sports,Organic,2,157.68
ORD-0504,2026-02-26,CUST-0122,East,Beauty,Paid Search,3,134.72
ORD-0505,2026-03-30,CUST-0136,South,Clothing,Organic,3,175.2
ORD-0506,2026-02-23,CUST-0001,West,Electronics,Email,3,617.5
ORD-0507,2026-01-13,CUST-0253,Midwest,Beauty,Social,2,95.38
ORD-0508,2026-04-07,CUST-0296,South,Sports,Social,1,87.33
ORD-0509,2026-06-16,CUST-0018,West,Clothing,Social,1,68.98
ORD-0510,2026-03-17,CUST-0088,East,Home,Email,1,70.84
ORD-0511,2026-04-07,CUST-0315,West,Electronics,Referral,1,165.42
ORD-0512,2026-05-04,CUST-0081,East,Beauty,Paid Search,5,238.98
ORD-0513,2026-01-14,CUST-0284,East,Home,Paid Search,2,171.84
ORD-0514,2026-05-19,CUST-0202,South,Home,Email,2,143.63
ORD-0515,2026-05-27,CUST-0045,Midwest,Clothing,Organic,3,135.34
ORD-0516,2026-03-17,CUST-0327,Midwest,Clothing,Organic,1,51.21
ORD-0517,2026-03-16,CUST-0242,East,Beauty,Organic,3,137.09
ORD-0518,2026-05-06,CUST-0196,South,Electronics,Referral,4,606.56
ORD-0519,2026-04-05,CUST-0135,West,Beauty,Organic,3,116.38
ORD-0520,2026-02-27,CUST-0342,South,Sports,Organic,2,168.92
ORD-0521,2026-01-25,CUST-0302,East,Home,Referral,4,444.73
ORD-0522,2026-02-28,CUST-0244,East,Beauty,Referral,4,197.25
ORD-0523,2026-05-27,CUST-0018,West,Beauty,Email,1,37.9
ORD-0524,2026-05-09,CUST-0086,West,Electronics,Social,2,440.83
ORD-0525,2026-02-24,CUST-0350,West,Clothing,Organic,4,189.4
ORD-0526,2026-04-22,CUST-0035,West,Clothing,Referral,3,163.78
ORD-0527,2026-01-23,CUST-0142,Midwest,Sports,Social,5,342.4
ORD-0528,2026-05-14,CUST-0215,Midwest,Electronics,Referral,5,910.15
ORD-0529,2026-01-29,CUST-0052,Midwest,Clothing,Paid Search,5,313.19
ORD-0530,2026-01-28,CUST-0136,East,Home,Referral,3,321.02
ORD-0531,2026-04-09,CUST-0142,Midwest,Sports,Referral,4,230.62
ORD-0532,2026-04-14,CUST-0170,West,Sports,Referral,4,230.82
ORD-0533,2026-06-26,CUST-0011,West,Electronics,Social,3,647.2
ORD-0534,2026-03-28,CUST-0051,South,Home,Email,4,424.48
ORD-0535,2026-02-28,CUST-0214,West,Home,Social,3,238.87
ORD-0536,2026-06-04,CUST-0209,East,Clothing,Social,2,144.81
ORD-0537,2026-05-05,CUST-0260,South,Electronics,Referral,2,281.81
ORD-0538,2026-04-14,CUST-0103,West,Sports,Referral,1,62.77
ORD-0539,2026-01-15,CUST-0102,West,Electronics,Social,1,217.62
ORD-0540,2026-03-12,CUST-0064,South,Beauty,Referral,4,170.83
ORD-0541,2026-06-24,CUST-0091,East,Clothing,Email,4,251.29
ORD-0542,2026-05-02,CUST-0047,South,Home,Paid Search,3,303.61
ORD-0543,2026-03-14,CUST-0110,East,Beauty,Organic,2,94.15
ORD-0544,2026-02-26,CUST-0350,West,Clothing,Email,4,241.59
ORD-0545,2026-01-03,CUST-0115,Midwest,Clothing,Paid Search,5,345.13
ORD-0546,2026-03-06,CUST-0236,South,Home,Social,4,423.29
ORD-0547,2026-03-06,CUST-0204,West,Beauty,Email,5,232.43
ORD-0548,2026-05-30,CUST-0305,East,Electronics,Referral,3,556.59
ORD-0549,2026-06-05,CUST-0142,South,Home,Organic,4,281.49
ORD-0550,2026-06-13,CUST-0265,South,Home,Email,3,227.93
ORD-0551,2026-03-03,CUST-0014,East,Sports,Social,3,245.34
ORD-0552,2026-06-17,CUST-0019,Midwest,Home,Email,4,342.83
ORD-0553,2026-05-30,CUST-0244,West,Home,Paid Search,5,481.12
ORD-0554,2026-06-21,CUST-0286,South,Sports,Email,2,175.55
ORD-0555,2026-02-16,CUST-0287,South,Electronics,Social,2,403.37
ORD-0556,2026-02-16,CUST-0158,South,Electronics,Paid Search,3,465.3
ORD-0557,2026-04-18,CUST-0061,South,Home,Email,5,403.66
ORD-0558,2026-05-01,CUST-0100,East,Sports,Referral,5,294.6
ORD-0559,2026-05-09,CUST-0078,East,Beauty,Referral,3,114.79
ORD-0560,2026-02-05,CUST-0235,West,Home,Social,5,538.39
ORD-0561,2026-02-06,CUST-0091,South,Clothing,Organic,4,219.92
ORD-0562,2026-03-22,CUST-0087,East,Electronics,Social,3,461.53
ORD-0563,2026-05-28,CUST-0325,West,Beauty,Organic,2,84.58
ORD-0564,2026-04-20,CUST-0274,Midwest,Beauty,Social,4,120.37
ORD-0565,2026-02-21,CUST-0347,South,Electronics,Email,5,760.76
ORD-0566,2026-01-02,CUST-0197,West,Clothing,Email,3,146.6
ORD-0567,2026-05-09,CUST-0149,South,Clothing,Organic,1,53.95
ORD-0568,2026-04-27,CUST-0251,South,Beauty,Paid Search,3,149.77
ORD-0569,2026-04-02,CUST-0068,West,Clothing,Social,1,51.85
ORD-0570,2026-02-24,CUST-0334,East,Sports,Referral,2,121.74
ORD-0571,2026-01-10,CUST-0025,Midwest,Home,Referral,5,348.43
ORD-0572,2026-06-19,CUST-0195,East,Electronics,Organic,1,172.51
ORD-0573,2026-02-01,CUST-0323,South,Beauty,Paid Search,2,87.81
ORD-0574,2026-01-03,CUST-0311,South,Beauty,Organic,5,177.0
ORD-0575,2026-06-29,CUST-0061,West,Beauty,Organic,5,221.88
ORD-0576,2026-03-14,CUST-0135,East,Electronics,Social,2,379.62
ORD-0577,2026-05-14,CUST-0281,West,Home,Social,3,224.15
ORD-0578,2026-05-08,CUST-0344,West,Beauty,Email,2,60.11
ORD-0579,2026-01-23,CUST-0262,East,Sports,Social,2,183.71
ORD-0580,2026-01-20,CUST-0152,East,Home,Paid Search,4,447.96
ORD-0581,2026-03-09,CUST-0149,Midwest,Electronics,Organic,2,427.35
ORD-0582,2026-04-03,CUST-0024,South,Beauty,Organic,1,47.02
ORD-0583,2026-01-03,CUST-0319,West,Clothing,Email,3,215.51
ORD-0584,2026-03-10,CUST-0205,East,Home,Email,2,145.24
ORD-0585,2026-04-27,CUST-0086,South,Beauty,Social,4,171.91
ORD-0586,2026-01-29,CUST-0303,West,Electronics,Paid Search,1,172.44
ORD-0587,2026-05-04,CUST-0314,Midwest,Clothing,Referral,4,273.5
ORD-0588,2026-01-08,CUST-0226,West,Beauty,Social,1,47.75
ORD-0589,2026-01-12,CUST-0348,East,Home,Email,1,99.21
ORD-0590,2026-05-15,CUST-0317,West,Home,Referral,5,492.35
ORD-0591,2026-01-25,CUST-0329,Midwest,Clothing,Social,3,194.73
ORD-0592,2026-04-09,CUST-0081,West,Sports,Referral,1,56.69
ORD-0593,2026-05-10,CUST-0165,Midwest,Beauty,Paid Search,1,45.03
ORD-0594,2026-03-03,CUST-0330,South,Home,Organic,5,387.61
ORD-0595,2026-04-07,CUST-0294,Midwest,Clothing,Organic,4,233.3
ORD-0596,2026-04-25,CUST-0255,East,Beauty,Social,3,97.12
ORD-0597,2026-06-17,CUST-0282,East,Electronics,Social,4,552.9
ORD-0598,2026-01-01,CUST-0288,East,Sports,Referral,3,268.89
ORD-0599,2026-02-22,CUST-0233,Midwest,Home,Email,1,104.25
ORD-0600,2026-03-26,CUST-0338,Midwest,Home,Social,1,71.88
ORD-0601,2026-02-26,CUST-0192,East,Home,Email,3,276.44
ORD-0602,2026-06-29,CUST-0210,East,Electronics,Paid Search,4,590.56
ORD-0603,2026-01-28,CUST-0202,South,Sports,Paid Search,2,121.56
ORD-0604,2026-02-25,CUST-0024,Midwest,Clothing,Email,1,67.71
ORD-0605,2026-06-12,CUST-0069,East,Beauty,Social,5,245.62
ORD-0606,2026-05-08,CUST-0300,East,Sports,Organic,5,456.62
ORD-0607,2026-05-04,CUST-0337,West,Sports,Paid Search,2,120.27
ORD-0608,2026-06-03,CUST-0128,South,Sports,Social,4,371.93
ORD-0609,2026-03-12,CUST-0071,Midwest,Home,Email,4,414.86
ORD-0610,2026-04-16,CUST-0103,South,Sports,Email,5,399.86
ORD-0611,2026-02-23,CUST-0327,South,Home,Paid Search,2,180.35
ORD-0612,2026-03-24,CUST-0342,East,Home,Referral,4,374.91
ORD-0613,2026-04-17,CUST-0196,South,Beauty,Organic,5,160.65
ORD-0614,2026-02-07,CUST-0083,East,Electronics,Paid Search,3,607.55
ORD-0615,2026-03-15,CUST-0278,South,Clothing,Organic,3,153.36
ORD-0616,2026-01-09,CUST-0288,South,Beauty,Organic,5,236.8
ORD-0617,2026-02-27,CUST-0025,Midwest,Clothing,Referral,3,197.36
ORD-0618,2026-04-08,CUST-0129,Midwest,Beauty,Email,5,155.38
ORD-0619,2026-02-21,CUST-0309,Midwest,Clothing,Email,5,306.99
ORD-0620,2026-02-20,CUST-0039,West,Home,Social,2,223.51
ORD-0621,2026-02-17,CUST-0143,West,Sports,Organic,4,231.1
ORD-0622,2026-05-23,CUST-0003,South,Clothing,Paid Search,5,351.9
ORD-0623,2026-03-26,CUST-0306,Midwest,Clothing,Organic,2,145.72
ORD-0624,2026-01-14,CUST-0163,South,Beauty,Referral,5,185.81
ORD-0625,2026-05-15,CUST-0082,West,Clothing,Referral,1,68.59
ORD-0626,2026-04-17,CUST-0340,Midwest,Electronics,Email,2,429.01
ORD-0627,2026-03-26,CUST-0317,South,Home,Email,2,220.53
ORD-0628,2026-05-16,CUST-0229,Midwest,Sports,Organic,1,81.34
ORD-0629,2026-03-03,CUST-0059,West,Electronics,Email,4,869.74
ORD-0630,2026-04-09,CUST-0192,South,Sports,Email,1,90.43
ORD-0631,2026-05-12,CUST-0099,Midwest,Beauty,Organic,3,143.9
ORD-0632,2026-03-24,CUST-0321,East,Electronics,Paid Search,5,914.94
ORD-0633,2026-01-17,CUST-0223,West,Clothing,Social,1,51.17
ORD-0634,2026-06-15,CUST-0020,East,Clothing,Organic,4,266.02
ORD-0635,2026-01-23,CUST-0295,East,Electronics,Paid Search,3,555.68
ORD-0636,2026-02-28,CUST-0222,South,Beauty,Social,4,170.42
ORD-0637,2026-03-22,CUST-0317,East,Beauty,Organic,5,150.59
ORD-0638,2026-01-17,CUST-0155,East,Electronics,Email,5,722.76
ORD-0639,2026-06-05,CUST-0339,East,Home,Social,4,341.12
ORD-0640,2026-01-08,CUST-0201,Midwest,Clothing,Referral,2,98.18
ORD-0641,2026-05-20,CUST-0006,South,Clothing,Email,3,221.17
ORD-0642,2026-05-22,CUST-0202,West,Electronics,Organic,1,186.54
ORD-0643,2026-05-18,CUST-0331,East,Home,Paid Search,3,231.08
ORD-0644,2026-05-12,CUST-0130,West,Clothing,Paid Search,2,127.01
ORD-0645,2026-02-19,CUST-0282,East,Clothing,Referral,1,70.54
ORD-0646,2026-04-29,CUST-0298,East,Home,Organic,3,215.76
ORD-0647,2026-05-05,CUST-0318,South,Home,Paid Search,2,144.0
ORD-0648,2026-01-18,CUST-0338,West,Home,Social,4,329.1
ORD-0649,2026-03-20,CUST-0220,West,Sports,Referral,3,259.62
ORD-0650,2026-02-13,CUST-0329,East,Home,Paid Search,2,199.1
ORD-0651,2026-04-22,CUST-0237,South,Home,Paid Search,3,321.01
ORD-0652,2026-04-25,CUST-0331,South,Home,Social,5,361.99
ORD-0653,2026-06-05,CUST-0321,East,Home,Paid Search,5,381.7
ORD-0654,2026-01-20,CUST-0297,East,Electronics,Referral,1,208.14
ORD-0655,2026-04-14,CUST-0277,West,Electronics,Referral,3,551.74
ORD-0656,2026-05-01,CUST-0302,West,Home,Social,2,215.23
ORD-0657,2026-03-16,CUST-0187,West,Beauty,Referral,5,159.06
ORD-0658,2026-05-09,CUST-0072,East,Clothing,Referral,2,135.43
ORD-0659,2026-04-25,CUST-0075,West,Clothing,Referral,5,323.91
ORD-0660,2026-05-04,CUST-0136,South,Electronics,Paid Search,4,623.43
ORD-0661,2026-04-05,CUST-0185,West,Electronics,Paid Search,5,1083.48
ORD-0662,2026-04-10,CUST-0166,Midwest,Beauty,Organic,1,49.61
ORD-0663,2026-01-27,CUST-0193,South,Home,Referral,5,465.79
ORD-0664,2026-06-17,CUST-0193,Midwest,Home,Referral,1,90.75
ORD-0665,2026-02-27,CUST-0310,Midwest,Home,Email,4,412.68
ORD-0666,2026-01-02,CUST-0330,West,Beauty,Paid Search,2,63.08
ORD-0667,2026-03-13,CUST-0061,West,Clothing,Paid Search,2,111.73
ORD-0668,2026-06-19,CUST-0246,West,Beauty,Email,1,39.63
ORD-0669,2026-05-03,CUST-0023,West,Sports,Paid Search,4,228.37
ORD-0670,2026-02-02,CUST-0076,West,Clothing,Referral,1,71.72
ORD-0671,2026-01-15,CUST-0307,West,Home,Paid Search,5,553.1
ORD-0672,2026-05-25,CUST-0242,East,Home,Organic,2,175.43
ORD-0673,2026-05-04,CUST-0299,West,Clothing,Social,5,246.41
ORD-0674,2026-02-16,CUST-0036,South,Clothing,Email,4,251.58
ORD-0675,2026-02-28,CUST-0268,Midwest,Beauty,Paid Search,1,30.33
ORD-0676,2026-05-10,CUST-0315,Midwest,Clothing,Referral,1,50.32
ORD-0677,2026-06-03,CUST-0338,East,Sports,Referral,1,59.74
ORD-0678,2026-02-03,CUST-0023,East,Beauty,Referral,4,149.63
ORD-0679,2026-06-28,CUST-0295,Midwest,Clothing,Social,4,222.06
ORD-0680,2026-01-26,CUST-0043,Midwest,Clothing,Email,4,271.9
ORD-0681,2026-03-14,CUST-0004,Midwest,Home,Paid Search,1,99.41
ORD-0682,2026-05-28,CUST-0162,East,Sports,Organic,4,323.18
ORD-0683,2026-04-15,CUST-0130,South,Electronics,Paid Search,4,774.57
ORD-0684,2026-03-08,CUST-0349,Midwest,Sports,Email,5,332.92
ORD-0685,2026-04-12,CUST-0190,West,Beauty,Referral,5,198.25
ORD-0686,2026-05-24,CUST-0204,Midwest,Home,Email,5,414.98
ORD-0687,2026-02-05,CUST-0261,East,Clothing,Social,2,96.02
ORD-0688,2026-04-13,CUST-0326,South,Sports,Referral,1,62.28
ORD-0689,2026-01-02,CUST-0033,East,Clothing,Social,5,290.31
ORD-0690,2026-03-09,CUST-0197,West,Home,Organic,5,345.99
ORD-0691,2026-04-13,CUST-0225,South,Sports,Organic,2,160.52
ORD-0692,2026-01-03,CUST-0307,West,Sports,Email,2,115.02
ORD-0693,2026-05-11,CUST-0336,West,Sports,Paid Search,1,69.74
ORD-0694,2026-01-01,CUST-0203,West,Electronics,Email,4,667.13
ORD-0695,2026-04-14,CUST-0282,West,Sports,Organic,1,90.72
ORD-0696,2026-03-14,CUST-0100,South,Home,Email,2,189.57
ORD-0697,2026-04-27,CUST-0260,Midwest,Sports,Organic,3,188.44
ORD-0698,2026-01-28,CUST-0263,East,Sports,Email,3,275.29
ORD-0699,2026-03-07,CUST-0125,South,Beauty,Social,5,198.36
ORD-0700,2026-03-28,CUST-0133,Midwest,Beauty,Referral,1,39.64
ORD-0701,2026-01-18,CUST-0181,Midwest,Clothing,Paid Search,3,172.12
ORD-0702,2026-05-13,CUST-0345,East,Home,Paid Search,3,215.06
ORD-0703,2026-03-29,CUST-0112,East,Sports,Paid Search,4,272.08
ORD-0704,2026-05-27,CUST-0121,South,Clothing,Paid Search,4,268.45
ORD-0705,2026-03-03,CUST-0317,South,Clothing,Paid Search,2,140.1
ORD-0706,2026-04-02,CUST-0340,West,Electronics,Organic,1,195.82
ORD-0707,2026-05-07,CUST-0162,East,Sports,Organic,4,280.68
ORD-0708,2026-05-07,CUST-0114,South,Beauty,Paid Search,5,178.03
ORD-0709,2026-05-28,CUST-0277,West,Electronics,Referral,4,712.2
ORD-0710,2026-01-09,CUST-0266,South,Beauty,Paid Search,4,198.12
ORD-0711,2026-04-28,CUST-0052,South,Electronics,Organic,2,338.3
ORD-0712,2026-03-25,CUST-0122,South,Sports,Email,2,153.64
ORD-0713,2026-03-10,CUST-0218,Midwest,Sports,Email,3,189.44
ORD-0714,2026-02-23,CUST-0093,Midwest,Home,Email,4,320.33
ORD-0715,2026-05-27,CUST-0121,West,Sports,Paid Search,1,83.28
ORD-0716,2026-05-23,CUST-0077,Midwest,Beauty,Paid Search,2,92.0
ORD-0717,2026-05-02,CUST-0323,East,Clothing,Social,4,196.14
ORD-0718,2026-05-13,CUST-0291,South,Beauty,Email,3,123.73
ORD-0719,2026-01-13,CUST-0131,Midwest,Electronics,Paid Search,1,154.39
ORD-0720,2026-05-02,CUST-0287,East,Beauty,Email,3,111.66
ORD-0721,2026-05-23,CUST-0348,South,Home,Organic,4,291.82
ORD-0722,2026-06-05,CUST-0146,West,Sports,Referral,5,313.98
ORD-0723,2026-04-01,CUST-0196,South,Sports,Social,4,358.44
ORD-0724,2026-06-07,CUST-0173,South,Beauty,Paid Search,2,85.62
ORD-0725,2026-04-18,CUST-0161,Midwest,Electronics,Organic,2,331.85
ORD-0726,2026-03-23,CUST-0228,South,Home,Referral,4,318.82
ORD-0727,2026-04-03,CUST-0065,Midwest,Beauty,Paid Search,2,94.17
ORD-0728,2026-03-02,CUST-0049,South,Electronics,Paid Search,2,341.47
ORD-0729,2026-01-17,CUST-0269,Midwest,Sports,Organic,1,85.16
ORD-0730,2026-01-22,CUST-0200,East,Home,Referral,2,142.59
